StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,Consent Form,S1,S2,S3,S4,HH,HL,LH,LL,CT1,CT2,CT3,CT4,PT1,PT2,PT3,PT4,PKA1,PKA2,PKA3,PKA4,Attention Check,MC_CV1,MC_CV2,MC_ID1,MC_ID2,MC_ID3,AgeGroup,Gender,PriorPurchase,Familiarity,Condition,CV_num,ID_num,CV,ID,CT,PT,PKA,CV_check,ID_check,PKA_c
09/09/2026 05:39,09/09/2026 05:41,IP Address,100,104,TRUE,09/09/2026 05:41,R_8pnHHfnkDjqbYr1,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,Strongly agree,4,4,4,4,4,35-44,Man,No,1,HH,1,1,High,High,4,4,4,4,4,-2.181910569105691
09/09/2026 05:38,09/09/2026 05:41,IP Address,100,188,TRUE,09/09/2026 05:41,R_9Bxp3j2dC39OUO5,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,3,2,3,4,3,3,3,4,4,4,4,4,Strongly agree,4,4,4,4,4,25-34,Man,No,2,HL,1,0,High,Low,3,3.25,4,4,4,-2.181910569105691
09/09/2026 05:41,09/09/2026 05:43,IP Address,100,133,TRUE,09/09/2026 05:43,R_2gcqqjgDdCyh8iw,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,6,6,6,6,6,6,6,6,6,6,6,6,Strongly agree,6,6,6,6,6,25-34,Woman,Yes,2,LH,0,1,Low,High,6,6,6,6,6,-0.1819105691056908
09/09/2026 05:43,09/09/2026 05:45,IP Address,100,113,TRUE,09/09/2026 05:45,R_32zNEbT5FbkQxFL,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,7,7,7,7,5,7,7,7,7,7,7,Strongly agree,6,6,6,6,6,25-34,Woman,Yes,6,HH,1,1,High,High,7,6.5,7,6,6,0.8180894308943092
09/09/2026 05:43,09/09/2026 05:45,IP Address,100,126,TRUE,09/09/2026 05:45,R_61XTRnyE3iaR5vd,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,5,6,5,5,5,6,6,6,5,5,5,4,Strongly agree,5,4,5,7,7,45 or above,Man,Yes,7,LH,0,1,Low,High,5.25,5.75,4.75,4.5,6.333333333333333,-1.4319105691056908
09/09/2026 05:46,09/09/2026 05:48,IP Address,100,111,TRUE,09/09/2026 05:48,R_4nrcAwQWi4kN8Ix,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,1,1,6,1,1,1,1,1,7,7,7,7,Strongly agree,7,7,3,2,2,25-34,Woman,Yes,2,LH,0,1,Low,High,2.25,1,7,7,2.3333333333333335,0.8180894308943092
09/09/2026 05:46,09/09/2026 05:48,IP Address,100,104,TRUE,09/09/2026 05:48,R_5w1cDJH5TGyPlND,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,1,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Man,Yes,7,HH,1,1,High,High,5.5,7,7,7,7,0.8180894308943092
09/09/2026 05:41,09/09/2026 05:48,IP Address,100,425,TRUE,09/09/2026 05:48,R_7qIIke6A5MuSZVa,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,4,5,4,4,5,3,3,7,6,6,5,Strongly agree,2,6,3,2,2,Prefer not to say,Woman,No,3,LL,0,0,Low,Low,3.75,3.75,6,4,2.3333333333333335,-0.1819105691056908
09/09/2026 05:43,09/09/2026 05:49,IP Address,100,328,TRUE,09/09/2026 05:49,R_9sbOe1pBUyfxAeM,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,Strongly agree,4,4,4,4,4,45 or above,Woman,Not sure / Cannot remember,4,HL,1,0,High,Low,6,6,6,4,4,-0.1819105691056908
09/09/2026 05:46,09/09/2026 05:49,IP Address,100,153,TRUE,09/09/2026 05:49,R_2tuONXCPQ2W0xWN,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,1,1,3,2,4,4,5,4,7,7,4,7,Strongly agree,7,7,2,4,4,25-34,Woman,Not sure / Cannot remember,4,HH,1,1,High,High,1.75,4.25,6.25,7,3.3333333333333335,0.06808943089430919
09/09/2026 05:47,09/09/2026 05:49,IP Address,100,126,TRUE,09/09/2026 05:49,R_4cgq8VhrI2R3Iel,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,1,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,18-24,Woman,Yes,7,LH,0,1,Low,High,5.5,7,7,7,7,0.8180894308943092
09/09/2026 05:49,09/09/2026 05:50,IP Address,100,90,TRUE,09/09/2026 05:50,R_3jJMiuqYaJRLIOt,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,2,2,2,2,3,3,3,3,5,5,5,5,Strongly agree,5,5,5,5,5,18-24,Woman,Yes,3,HH,1,1,High,High,2,3,5,5,5,-1.1819105691056908
09/09/2026 05:47,09/09/2026 05:50,IP Address,100,218,TRUE,09/09/2026 05:50,R_4ZCxiReGsLJSJnr,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,6,4,5,5,4,2,3,4,6,6,6,5,Strongly agree,4,6,6,5,5,45 or above,Man,No,3,LL,0,0,Low,Low,5,3.25,5.75,5,5.333333333333333,-0.4319105691056908
09/09/2026 05:49,09/09/2026 05:51,IP Address,100,173,TRUE,09/09/2026 05:51,R_4hZqHo2XHSzrGC4,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,2,2,2,6,7,6,6,3,6,7,3,Strongly agree,1,1,1,1,1,25-34,Woman,Yes,2,LL,0,0,Low,Low,2,6.25,4.75,1,1,-1.4319105691056908
09/09/2026 05:42,09/09/2026 05:53,IP Address,100,707,TRUE,09/09/2026 05:53,R_3GvOW06tKZ9nz1h,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,5,5,2,5,2,2,2,2,6,6,6,6,Strongly agree,6,6,3,2,2,25-34,Woman,Not sure / Cannot remember,1,HL,1,0,High,Low,4.25,2,6,6,2.3333333333333335,-0.1819105691056908
09/09/2026 05:51,09/09/2026 05:55,IP Address,100,253,TRUE,09/09/2026 05:55,R_4GcFrUilBcGhHaN,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,1,2,2,2,2,3,2,2,7,7,6,7,Strongly agree,5,5,3,2,2,25-34,Woman,Yes,4,HL,1,0,High,Low,1.75,2.25,6.75,5,2.3333333333333335,0.5680894308943092
09/09/2026 05:54,09/09/2026 05:56,IP Address,100,113,TRUE,09/09/2026 05:56,R_46gRqPnkrVFQZY7,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,5,5,3,3,1,1,1,1,6,6,7,6,Strongly agree,6,6,5,5,5,18-24,Man,Yes,3,LL,0,0,Low,Low,4,1,6.25,6,5,0.06808943089430919
09/09/2026 05:54,09/09/2026 05:57,IP Address,100,190,TRUE,09/09/2026 05:57,R_4lmbovSEEYInakp,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,4,4,5,4,4,4,4,4,5,6,4,4,Strongly agree,4,4,4,4,4,18-24,Prefer not to say,No,6,LH,0,1,Low,High,4.25,4,4.75,4,4,-1.4319105691056908
09/09/2026 05:56,09/09/2026 06:00,IP Address,100,281,TRUE,09/09/2026 06:00,R_7EC52lHd4hgtUdz,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,Strongly agree,4,4,4,4,4,35-44,Woman,No,4,HL,1,0,High,Low,4,4,4,4,4,-2.181910569105691
09/09/2026 05:59,09/09/2026 06:01,IP Address,100,113,TRUE,09/09/2026 06:01,R_7LZlVuSvz3xRstQ,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,6,6,6,6,6,7,6,7,7,7,7,7,Strongly agree,5,6,6,7,7,18-24,Man,Yes,5,HH,1,1,High,High,6,6.5,7,5.5,6.666666666666667,0.8180894308943092
09/09/2026 06:02,09/09/2026 06:03,IP Address,100,100,TRUE,09/09/2026 06:03,R_1EZioX20P870g0N,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,7,5,6,7,6,6,7,7,6,6,7,7,Strongly agree,6,7,7,6,6,25-34,Woman,Yes,6,LH,0,1,Low,High,6.25,6.5,6.5,6.5,6.333333333333333,0.3180894308943092
09/09/2026 05:44,09/09/2026 06:04,IP Address,100,1189,TRUE,09/09/2026 06:04,R_4Xj4rvtwNiVVcDk,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,1,2,3,2,1,2,4,3,7,7,7,7,Strongly agree,3,4,3,4,2,18-24,Woman,No,5,LH,0,1,Low,High,2,2.5,7,3.5,3,0.8180894308943092
09/09/2026 06:05,09/09/2026 06:09,IP Address,100,206,TRUE,09/09/2026 06:09,R_41dtUYDr3bzTBGI,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,6,7,7,6,7,6,6,6,6,7,7,7,Strongly agree,7,7,7,7,6,45 or above,Woman,Yes,6,LL,0,0,Low,Low,6.5,6.25,6.75,7,6.666666666666667,0.5680894308943092
09/09/2026 06:09,09/09/2026 06:11,IP Address,100,116,TRUE,09/09/2026 06:11,R_168CG2yQPAsGBqn,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,7,7,5,5,6,7,5,5,7,7,7,7,Strongly agree,6,6,6,6,7,25-34,Woman,Yes,7,HL,1,0,High,Low,6,5.75,7,6,6.333333333333333,0.8180894308943092
09/09/2026 06:10,09/09/2026 06:11,IP Address,100,110,TRUE,09/09/2026 06:11,R_3b41jVvR6HDxWjK,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,7,6,6,6,7,6,6,6,7,7,6,6,Strongly agree,7,6,6,6,7,25-34,Woman,Yes,5,LL,0,0,Low,Low,6.25,6.25,6.5,6.5,6.333333333333333,0.3180894308943092
09/09/2026 06:17,09/09/2026 06:18,IP Address,100,101,TRUE,09/09/2026 06:18,R_43CZSkm1vUoPbhL,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,7,6,7,7,4,3,3,3,5,5,4,2,Strongly agree,3,3,5,5,6,18-24,Man,Yes,6,LH,0,1,Low,High,6.75,3.25,4,3,5.333333333333333,-2.181910569105691
09/09/2026 06:19,09/09/2026 06:22,IP Address,100,163,TRUE,09/09/2026 06:22,R_1hfhBi4HQIkSlIA,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,6,6,6,6,7,7,7,5,6,6,6,6,Strongly agree,6,6,7,7,5,25-34,Woman,Yes,7,LH,0,1,Low,High,6,6.5,6,6,6.333333333333333,-0.1819105691056908
09/09/2026 06:18,09/09/2026 06:22,IP Address,100,235,TRUE,09/09/2026 06:22,R_3wBjzkbXiO6XYgI,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,2,4,2,4,4,4,6,6,6,6,Strongly agree,6,6,4,2,3,35-44,Woman,No,4,HL,1,0,High,Low,3.5,3.5,6,6,3,-0.1819105691056908
09/09/2026 05:39,09/09/2026 06:23,IP Address,100,2640,TRUE,09/09/2026 06:23,R_4EEGC0obZFGJjUJ,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,6,5,6,6,6,6,6,6,6,6,6,6,Strongly agree,6,6,7,6,6,45 or above,Woman,No,6,LL,0,0,Low,Low,5.75,6,6,6,6.333333333333333,-0.1819105691056908
09/09/2026 05:53,09/09/2026 06:26,IP Address,100,1988,TRUE,09/09/2026 06:26,R_4s0CC77zPAqnEIq,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,2,3,4,2,4,3,3,3,5,5,5,4,Strongly agree,5,5,2,5,3,18-24,Woman,Yes,3,HH,1,1,High,High,2.75,3.25,4.75,5,3.3333333333333335,-1.4319105691056908
09/09/2026 06:30,09/09/2026 06:32,IP Address,100,125,TRUE,09/09/2026 06:32,R_1viXmEEGh0w6CrP,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,2,3,3,1,1,1,1,1,5,5,4,5,Strongly agree,5,4,3,3,3,25-34,Woman,Yes,2,LH,0,1,Low,High,2.25,1,4.75,4.5,3,-1.4319105691056908
09/09/2026 06:32,09/09/2026 06:34,IP Address,100,103,TRUE,09/09/2026 06:34,R_9CK4jo8DQmO2SnH,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,Strongly agree,4,4,4,4,4,Prefer not to say,Woman,Not sure / Cannot remember,4,HL,1,0,High,Low,4,4,4,4,4,-2.181910569105691
09/09/2026 06:36,09/09/2026 06:38,IP Address,100,125,TRUE,09/09/2026 06:38,R_4vPiyv86h9qaxMd,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,5,5,4,5,2,6,2,2,6,6,6,6,Strongly agree,4,5,6,6,6,18-24,Man,Yes,2,HH,1,1,High,High,4.75,3,6,4.5,6,-0.1819105691056908
09/09/2026 05:42,09/09/2026 06:43,IP Address,100,3657,TRUE,09/09/2026 06:43,R_9mRHk8BvXvH0CWc,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,6,6,6,6,6,6,6,6,6,6,6,6,Strongly agree,6,6,6,6,6,Prefer not to say,Woman,Not sure / Cannot remember,4,LL,0,0,Low,Low,6,6,6,6,6,-0.1819105691056908
09/09/2026 06:43,09/09/2026 06:46,IP Address,100,184,TRUE,09/09/2026 06:46,R_8ExJKWGZJh7u0VR,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,5,5,5,5,2,2,2,2,7,7,7,7,Strongly agree,7,7,5,5,5,35-44,Man,Yes,1,LH,0,1,Low,High,5,2,7,7,5,0.8180894308943092
09/09/2026 06:47,09/09/2026 06:51,IP Address,100,266,TRUE,09/09/2026 06:51,R_4AlxWTt4qzmROx3,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,5,6,5,6,5,5,6,5,6,7,5,5,Strongly agree,5,6,5,5,5,45 or above,Woman,Yes,3,HH,1,1,High,High,5.5,5.25,5.75,5.5,5,-0.4319105691056908
09/09/2026 06:42,09/09/2026 06:59,IP Address,100,1002,TRUE,09/09/2026 06:59,R_97lHG90xVjZJygs,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,4,4,2,2,4,3,3,3,6,7,6,6,Strongly agree,6,6,4,2,4,45 or above,Woman,Yes,1,LL,0,0,Low,Low,3,3.25,6.25,6,3.3333333333333335,0.06808943089430919
09/09/2026 06:58,09/09/2026 06:59,IP Address,100,80,TRUE,09/09/2026 06:59,R_2BWeOyzfNOi44Fz,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,2,3,2,1,3,2,3,1,7,7,7,7,Strongly agree,7,7,2,1,2,18-24,Woman,Yes,3,HL,1,0,High,Low,2,2.25,7,7,1.6666666666666667,0.8180894308943092
09/09/2026 06:56,09/09/2026 06:59,IP Address,100,201,TRUE,09/09/2026 06:59,R_9cb1BdKP1S7gPbX,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,3,2,5,5,3,2,5,5,7,7,3,7,Strongly agree,7,4,5,3,5,25-34,Woman,Yes,5,HH,1,1,High,High,3.75,3.75,6,5.5,4.333333333333333,-0.1819105691056908
09/09/2026 06:54,09/09/2026 07:00,IP Address,100,327,TRUE,09/09/2026 07:00,R_4n8W0StUWgHBZcC,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,6,6,6,6,5,6,6,6,6,6,6,6,Strongly agree,6,6,6,6,6,45 or above,Woman,Not sure / Cannot remember,5,LH,0,1,Low,High,6,5.75,6,6,6,-0.1819105691056908
09/09/2026 07:01,09/09/2026 07:02,IP Address,100,82,TRUE,09/09/2026 07:02,R_4xGcNNdM8d6yzon,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,1,3,3,2,1,3,2,3,2,5,1,Strongly agree,1,1,3,3,2,18-24,Woman,Yes,5,LL,0,0,Low,Low,2.25,2,2.75,1,2.6666666666666665,-3.431910569105691
09/09/2026 06:59,09/09/2026 07:04,IP Address,100,293,TRUE,09/09/2026 07:04,R_83dah0sqM2nP2nH,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,2,2,3,2,3,3,3,3,5,5,5,5,Strongly agree,5,5,5,5,5,45 or above,Man,No,1,HH,1,1,High,High,2.25,3,5,5,5,-1.1819105691056908
09/09/2026 07:05,09/09/2026 07:06,IP Address,100,79,TRUE,09/09/2026 07:06,R_9HkSAxSbeEvdIte,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,2,1,2,2,3,2,3,3,7,7,7,7,Strongly agree,7,7,3,2,3,18-24,Woman,Yes,3,HL,1,0,High,Low,1.75,2.75,7,7,2.6666666666666665,0.8180894308943092
09/09/2026 07:31,09/09/2026 07:36,IP Address,100,287,TRUE,09/09/2026 07:36,R_48HkwYVIo1VNXAl,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,6,6,5,5,5,5,5,5,4,4,4,4,Strongly agree,4,4,4,4,4,Prefer not to say,Prefer not to say,Not sure / Cannot remember,2,HH,1,1,High,High,5.5,5,4,4,4,-2.181910569105691
09/09/2026 07:45,09/09/2026 07:48,IP Address,100,138,TRUE,09/09/2026 07:48,R_4GksNeOZbXnCQKn,NA,NA,NA,NA,qr,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,3,3,3,3,3,3,3,2,6,6,6,7,Strongly agree,7,6,2,2,2,25-34,Woman,Yes,5,HL,1,0,High,Low,3,2.75,6.25,6.5,2,0.06808943089430919
09/09/2026 07:54,09/09/2026 07:56,IP Address,100,110,TRUE,09/09/2026 07:56,R_9fZTWkGIsWLywTs,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,5,5,4,6,5,5,5,6,7,7,7,7,Strongly agree,6,6,6,6,6,25-34,Woman,Yes,4,LH,0,1,Low,High,5,5.25,7,6,6,0.8180894308943092
09/09/2026 08:03,09/09/2026 08:06,IP Address,100,223,TRUE,09/09/2026 08:06,R_2QS67Pzeafc3dQM,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,1,1,1,1,1,1,1,1,7,7,7,7,Strongly agree,7,7,7,7,7,35-44,Non-binary,Yes,7,LL,0,0,Low,Low,1,1,7,7,7,0.8180894308943092
09/09/2026 08:20,09/09/2026 08:21,IP Address,100,113,TRUE,09/09/2026 08:21,R_4HXGkN9xoe1iGWT,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,4,4,3,4,4,4,7,7,7,7,Strongly agree,7,7,5,3,3,25-34,Man,Yes,5,HL,1,0,High,Low,4,3.75,7,7,3.6666666666666665,0.8180894308943092
09/09/2026 08:28,09/09/2026 08:36,IP Address,100,458,TRUE,09/09/2026 08:36,R_2HS0Q4pcfP84SHO,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,5,5,3,6,5,6,6,7,7,7,7,Strongly agree,7,7,7,5,6,25-34,Woman,Yes,6,HH,1,1,High,High,5,5.75,7,7,6,0.8180894308943092
09/09/2026 08:37,09/09/2026 08:42,IP Address,100,338,TRUE,09/09/2026 08:42,R_52o9KOm1qnTEbsW,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,2,4,2,2,2,2,6,6,6,6,Strongly agree,6,6,2,2,2,35-44,Woman,No,2,HL,1,0,High,Low,3.5,2,6,6,2,-0.1819105691056908
09/09/2026 07:52,09/09/2026 08:43,IP Address,100,3048,TRUE,09/09/2026 08:43,R_9Vgo1ch8WFJHeTA,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Several times a week,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,Strongly agree,7,7,7,7,7,45 or above,Woman,Not sure / Cannot remember,4,HH,1,1,High,High,7,7,7,7,7,0.8180894308943092
09/09/2026 08:40,09/09/2026 08:45,IP Address,100,299,TRUE,09/09/2026 08:45,R_9lRXS6WbS6Hf2AB,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,Please confirm you have read the post before continuing.,NA,4,4,4,4,4,4,5,4,6,6,6,5,Strongly agree,4,5,4,4,4,18-24,Man,Yes,4,LH,0,1,Low,High,4,4.25,5.75,4.5,4,-0.4319105691056908
09/09/2026 08:42,09/09/2026 08:46,IP Address,100,214,TRUE,09/09/2026 08:46,R_816NxnuXOw9AMsr,NA,NA,NA,NA,anonymous,EN,FL_EOS_ID,NA,I agree,Yes,Yes,Several times a week,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,3,3,3,3,3,2,2,2,6,6,6,5,Strongly agree,1,1,3,2,2,45 or above,Woman,Yes,7,LL,0,0,Low,Low,3,2.25,5.75,1,2.3333333333333335,-0.4319105691056908
09/09/2026 08:46,09/09/2026 08:47,IP Address,100,85,TRUE,09/09/2026 08:47,R_6gcQITh5cpyAuQN,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,2,4,4,1,1,1,4,7,7,7,7,Strongly agree,6,7,3,1,4,25-34,Woman,Not sure / Cannot remember,2,LL,0,0,Low,Low,3,1.75,7,6.5,2.6666666666666665,0.8180894308943092
09/09/2026 09:00,09/09/2026 09:02,IP Address,100,149,TRUE,09/09/2026 09:02,R_97rmHJv8agjaBu4,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,Please confirm you have read the post before continuing.,NA,NA,NA,5,5,5,5,3,3,4,4,7,7,6,7,Strongly agree,7,7,5,4,5,25-34,Woman,Yes,7,HH,1,1,High,High,5,3.5,6.75,7,4.666666666666667,0.5680894308943092
09/09/2026 09:27,09/09/2026 09:30,IP Address,100,130,TRUE,09/09/2026 09:30,R_9yK2sjxbveTlXTr,NA,NA,NA,NA,anonymous,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,Please confirm you have read the post before continuing.,NA,NA,4,4,3,3,2,2,2,2,7,7,5,7,Strongly agree,7,7,2,2,1,25-34,Woman,No,3,HL,1,0,High,Low,3.5,2,6.5,7,1.6666666666666667,0.3180894308943092
09/09/2026 09:29,09/09/2026 09:37,IP Address,100,439,TRUE,09/09/2026 09:37,R_996X5JrhCB1ICrq,NA,NA,NA,NA,qr,ZH-S,FL_EOS_ID,NA,I agree,Yes,Yes,Daily,Yes,NA,NA,NA,Please confirm you have read the post before continuing.,2,2,2,2,2,2,5,6,6,6,6,6,Strongly agree,6,6,5,2,2,45 or above,Man,Yes,4,LL,0,0,Low,Low,2,3.75,6,6,3,-0.1819105691056908
